88134:
 num     #instances         #bytes  class name (module)
 714:             1             16  jdk.internal.util.Preconditions$3 (java.base@26.0.1)
 715:             1             16  sun.net.www.protocol.file.Handler (java.base@26.0.1)
 716:             1             16  sun.net.www.protocol.jar.Handler (java.base@26.0.1)
 717:             1             16  sun.net.www.protocol.jrt.Handler (java.base@26.0.1)
 718:             1             16  sun.nio.ch.FileDispatcherImpl (java.base@26.0.1)
 719:             1             16  sun.nio.ch.Util$1 (java.base@26.0.1)
 720:             1             16  sun.nio.fs.MacOSXFileSystemProvider (java.base@26.0.1)
 721:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@26.0.1)
 722:             1             16  sun.util.calendar.Gregorian (java.base@26.0.1)
 723:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@26.0.1)
 724:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda/0x800000060 (java.base@26.0.1)
 725:             1             16  sun.util.cldr.CLDRTimeZoneNameProviderImpl$$Lambda/0x00000f0001032550 (java.base@26.0.1)
 726:             1             16  sun.util.cldr.CLDRTimeZoneNameProviderImpl$$Lambda/0x00000f0001032798 (java.base@26.0.1)
 727:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@26.0.1)
 728:             1             16  sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter (java.base@26.0.1)
 729:             1             16  sun.util.locale.provider.LocaleProviderAdapter$$Lambda/0x800000061 (java.base@26.0.1)
 730:             1             16  sun.util.locale.provider.LocaleProviderAdapter$$Lambda/0x800000063 (java.base@26.0.1)
 731:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter (java.base@26.0.1)
 732:             1             16  sun.util.resources.LocaleData (java.base@26.0.1)
 733:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@26.0.1)
 734:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@26.0.1)
Total     544948456    25514510136
